Temperature,Ws,RH,Rain,FFMC,DMC,DC,ISI,BUI,Temperature^2,Temperature Ws,Temperature RH,Temperature Rain,Temperature FFMC,Temperature DMC,Temperature DC,Temperature ISI,Temperature BUI,Ws^2,Ws RH,Ws Rain,Ws FFMC,Ws DMC,Ws DC,Ws ISI,Ws BUI,RH^2,RH Rain,RH FFMC,RH DMC,RH DC,RH ISI,RH BUI,Rain^2,Rain FFMC,Rain DMC,Rain DC,Rain ISI,Rain BUI,FFMC^2,FFMC DMC,FFMC DC,FFMC ISI,FFMC BUI,DMC^2,DMC DC,DMC ISI,DMC BUI,DC^2,DC ISI,DC BUI,ISI^2,ISI BUI,BUI^2
18.95239873,12.29253575,43.85586457,-0.340305627,73.06375172,-2.371082502,28.54357285,0.487245655,6.225461197,359.19341762090556,232.9730389367796,831.17383197952,-6.449607932966654,1384.7333553071633,-44.937700999630025,540.9691738320024,9.234473933020018,117.98742288368706,151.10643516502807,539.0997830738834,-4.183219085823666,898.138780047224,-29.14661642203445,350.87288969135443,5.989484633119667,76.5267043243603,1923.3368571821813,-14.924397490120937,3204.2740004084244,-103.98587309200876,1251.803065253529,21.368579458000944,273.02298314142206,0.11580791976786313,-24.86400584004693,0.8068927175118388,-9.713538455539426,-0.1658124381278007,-2.1185594760092554,5338.311815401803,-173.2401832337644,2085.500519914133,35.599995563568775,454.855551240102,5.62203223129058,-67.67916612919727,-1.1552996467460288,-14.761082111086674,814.7355510432571,13.907731849338466,177.69690520141768,0.23740832831637904,3.0333289186093486,38.75636711535267
34.49861002,14.83821071,46.23044095,0.939651915,56.02797702,0.441001903,-10.00763569,-1.472158138,2.268103541,1190.1540933120446,511.8976446788773,1594.8859533866885,32.416684970131186,1932.8873294225018,15.213952669674867,-345.2495208915436,-50.78740949063134,78.24641954594009,220.17249707435872,685.9770240323127,13.94275310882501,831.354928677798,6.543679160224981,-148.49540707713626,-21.844192650085258,33.65459825345512,2137.253670431437,43.44052236996192,2590.198083171067,20.387712435479127,-462.65741081565756,-68.05851986787096,104.8554268206864,0.8829457213631672,52.646795900418994,0.4143882826725942,-9.403694040730848,-1.3833162135545343,2.131227835718931,3139.1342089536483,24.70844448706027,-560.7075824638518,-82.48204232567,127.07725307412862,0.1944826784496214,-4.413386383820718,-0.6492245403749366,1.0002379777820385,100.15277210376179,14.732822323172746,-22.69835394552698,2.167249583279627,-3.3390070857097665,5.1442936726967385
15.2586647,10.96869591,57.08427907,1.397912857,33.11440421,3.389993973,-13.77458766,1.338736575,-3.327907678,232.8268484270261,167.36765308695138,871.0298739703579,21.330283564782047,505.28159058065836,51.726781369027854,-210.1818144846976,20.427332519551403,-50.77942741115756,120.31228996605071,626.1400983604076,15.333281037112313,363.2218300203137,37.18381302656975,-151.08926332817845,14.684194394769907,-36.50280733653619,3258.6149169416403,79.798847644529,1890.3118911604226,193.51536200035005,-786.3124060576183,76.42081224851599,-189.9712106101477,1.9541603557659022,46.29105139705392,4.738916160009211,-19.255673189787544,1.8714370703286447,-4.652124929985216,1096.5637661832654,112.25763069138581,-456.137263599318,44.331464075260975,-110.2016800228545,11.492059136976327,-46.69576914796018,4.5383089206846625,-11.281586971120424,189.73926520302427,-18.440544305985664,45.84055603499805,1.7922156172427306,-4.455191726761923,11.07496951329135
24.84793583,17.92402451,99.91000024,3.958665539,26.14898611,5.179630349,-1.392788579,-0.755090313,0.131302937,617.4199150117978,445.37501083982715,2482.5572747388046,98.36466728550437,649.7483288808413,128.7031225350725,-34.60792123574889,-18.762435643278614,3.262606952866533,321.2706546350807,1790.7892930958658,70.95521814792836,468.6950679472895,92.83982132821585,-24.96437662724407,-13.53425727747557,2.353477061022986,9982.0081479568,395.5102749515697,2612.5452085258567,517.4968694117013,-139.15350726215928,-75.44107335305168,13.118476467182706,15.671032849666162,103.51509019344667,20.504424167344844,-5.51358415080008,-2.9891500009058234,0.5197844118713881,683.7694745809729,135.44208205093545,-36.42000920643764,-19.74484610643255,3.4334386758152053,26.82857055228186,-7.214129993528984,-3.911088701450709,0.680100677398035,1.9398600257928396,1.0516811640599353,-0.18287723104275655,0.5701613807864379,-0.09914557579714928,0.017240461264825972
19.38122732,23.74054015,104.3986797,13.39472294,28.65801963,-2.247163916,-3.432689072,0.55824896,-1.928471356,375.6319724295144,460.1208053467369,2023.3745431735695,259.60617018855874,555.4275929900523,-43.552794681297385,-66.52972722331185,10.819549994913588,-37.37614173074465,563.613246613762,2478.4810470248403,317.99795775519607,680.3568656455031,-53.348885171429224,-81.49389273628225,13.253131848575745,-45.78295165524295,10899.084323103192,1398.3913898833023,2991.859412188682,-234.6009458998817,-358.3682069374183,58.280454367898116,-201.32986340566868,179.41860263936223,383.8662329529313,-30.10013805558543,-45.97991905860571,7.477590150743143,-25.831339511346105,821.2820891134652,-64.39926761655566,-98.37407080906247,15.998309654107084,-55.266169976140716,5.049745665372455,7.713815017445926,-1.2544769190565273,4.33359124424279,11.78335426502822,-1.9162951044473653,6.619842549406222,0.3116419013410816,-1.0765671288767897,3.7190017709124787
41.10032289,17.60582209,72.07170061,2.046936278,71.23418819,5.110650462,29.39282279,-0.182702591,2.78547436,1689.236541662258,723.6049726428947,2962.1701663024096,84.1297419610548,2927.7481354160245,210.04938416612768,1208.0545073175508,-7.509135482939608,114.4838955978161,309.964971464732,1268.8815386634044,36.03799594003478,1254.1364439987192,89.9772027981483,517.4848087636375,-3.216629312528035,49.04056601841661,5194.330028817473,147.52617859576372,5133.969084426077,368.33327001962215,2118.390724203665,-13.16768643922328,200.75387413075134,4.189948126192493,145.81184403999015,10.46117583484526,60.165235281676175,-0.3739805616024963,5.701688518922832,5074.309567088335,364.0530367834184,2093.773870058181,-13.0146707500946,198.4210047586598,26.11874814474081,150.2164433711976,-0.933729081102747,14.235585824823152,863.9380315643434,-5.370144880536849,81.87295424956866,0.03338023675811328,-0.5089133827360667,7.758867410217409
19.03884212,17.48223285,67.33685096,2.273605023,34.22298254,1.767097077,4.310680031,-1.86906464,6.78063751,362.47750927028613,332.84147113622765,1282.0156742854106,43.28680707613597,651.5659614545766,33.643482259716485,82.07035654004572,-35.58482659303464,129.09548702583993,305.62846542161907,1177.198507868466,39.7476924210156,598.2941495857643,30.89280256866838,75.36031204378722,-32.675423248181424,118.5406838212642,4534.251497209254,153.09740257565838,2304.4678747026624,118.99075250580066,290.26761878369524,-125.85692709828606,456.58677742465557,5.1692798006108305,77.8095450049853,4.017680790395818,9.800783771027398,-4.249514753815687,15.416491501878212,1171.2125339331446,60.47533241265603,147.52432743643965,-63.96496654085138,232.05363911479907,3.122632079541944,7.617390082662371,-3.3028186620680575,11.982044724117559,18.581962329662165,-8.056939620296204,29.229158711806566,3.4934026284983295,-12.673449806598645,45.977045042019
38.80871021,18.7868011,66.25240652,-0.217015345,79.13762808,3.403384337,7.600304124,1.21222731,2.014532445,1506.1159881637584,729.0915196628093,2571.1704453497946,-8.422085635228173,3071.2292748634786,132.08095646788598,294.95800025618394,47.04497838243784,78.18140586664776,352.9438955709613,1244.6707836875833,-4.07702412216288,1486.742878264735,63.938704606074374,142.78540187709774,22.773873360958046,37.84662035371169,4389.381369691338,-14.377788858018048,5243.058306584727,225.48240263872464,503.53843849888045,80.31297653676606,133.46762249386953,0.04709565996546902,-17.174079660262887,-0.7385866260616513,-1.6493826215747827,-0.26307192789807193,-0.4371844535653685,6262.764178128405,269.3357638748034,601.4700410600022,95.93279400719886,159.42531938750304,11.583024945336929,25.866756012058104,4.125675439737644,6.856228169691313,57.76462277729141,9.213296223418427,15.311059249665302,1.4694950511098361,2.442071246710073,4.058340971957678
26.74242218,13.32702646,103.9201238,-0.254259295,65.9851755,-2.474511699,-1.149104719,0.45684457,8.948538174,715.1571440533559,356.3969679973509,2779.0758236574657,-6.799509410079162,1764.6034208423923,-66.17443654400708,-30.729843524528267,12.217130361580562,239.30558574295426,177.60963426554017,1384.9462396090757,-3.388520352165946,879.3861798562438,-32.97788288815256,-15.314148995423867,6.0883796724973225,119.25740502321808,10799.392130607326,-26.42265741370072,6857.187606924726,-257.1515621046283,-119.41510465764422,47.47534427175776,929.9331948711059,0.06464778909389703,-16.77734420308127,0.6291676000569921,0.2921705557341131,-0.11615697829277814,-2.2752490074018272,4354.0433857658,-163.28108873531815,-75.82387655109319,30.144969127672034,590.4708618798395,6.1232081484878655,2.8434730705416076,-1.1304672330896244,-22.143262400511095,1.3204416552280691,-0.5249622512365258,-10.282807443895043,0.20870696113848491,4.088091074229615,80.07633545153524
40.90260761,20.31595843,68.45034815,0.147903473,45.5628016,8.227194333,20.57770618,3.455350319,12.66048043,1673.0233092976296,830.9756758833615,2799.797731147339,6.049637720275229,1863.63739545708,336.5137015339146,841.681841394412,141.33283825314533,517.8466631823741,412.738166929488,1390.6344275344272,3.0048008091206273,925.6519832599374,167.14333806475958,418.0558233376341,70.19875344189123,257.2097941197085,4685.450161856208,10.124044219444125,3118.789632209377,563.154316391557,1408.5511521494066,236.51993231576353,866.6142931797616,0.02187543732546173,6.738896596249957,1.2168306148966186,3.0435142103955632,0.5110583126117579,1.8725290254455333,2075.9688896409625,374.8540231191233,937.5779440624339,157.4354410430937,576.8469579927727,67.68672659294731,169.29678767023506,28.427838563006542,104.1602328467534,423.4419916304102,71.10318361335126,260.5236463861801,11.939445827013401,43.746395092493756,160.28776471841297
